datevalue,timevalue,astonquay,bachelorswalk,capelstreet,collegegreendamestside,collegegreenchurchlane,collegegreenbankofireland,graftonstreet,liffeystreet,marystreet,oconnellstoutsidepennys,oconnellstparnellstaib,westmorelandstreeteast
2020-01-16,1300,2480,797,507,1497,1259,844,2937,1267,505,2796,1386,733
2020-01-16,1400,1939,494,394,1042,1065,944,2238,1273,390,2385,1179,584
2020-01-16,1500,1979,381,301,924,1167,927,1736,1188,304,2368,1224,554
2020-01-16,1600,1546,767,375,1296,1292,1215,2138,1441,416,2743,1402,784
2020-01-16,1700,1815,1046,433,1858,1842,1527,2895,1718,493,3245,1554,1178
2020-01-16,1800,2634,1082,512,1570,1526,1240,2299,1952,435,2659,1239,916
2020-01-16,1900,2823,958,391,869,1050,1081,1665,1373,251,1767,1102,636
2020-01-16,2000,3837,905,259,668,900,1092,1033,1272,160,1439,761,472
2020-01-16,2100,3744,450,235,455,596,976,681,1355,92,914,570,414
2020-01-16,2200,3018,704,135,453,617,936,541,1135,57,728,430,277
2020-01-16,2300,3552,457,81,297,395,989,468,423,28,455,259,182
2020-01-17,0000,1818,277,61,120,183,927,331,154,19,232,124,111
2020-01-17,0100,1350,77,38,68,82,810,232,86,7,115,54,51
2020-01-17,0200,2488,146,6,56,73,631,253,87,3,154,62,31
2020-01-17,0300,2195,33,25,27,85,542,373,63,7,107,55,43
2020-01-17,0400,729,50,7,14,20,424,166,11,8,65,42,22
2020-01-17,0500,1152,163,14,45,44,392,88,31,20,117,64,54
2020-01-17,0600,1318,500,42,240,347,758,260,134,30,316,138,144
2020-01-17,0700,4218,884,90,692,625,809,553,515,73,729,377,277
2020-01-17,0800,3356,1375,196,1748,1149,1092,1296,991,184,1294,766,624
2020-01-17,0900,2791,825,235,1150,996,1110,1062,1052,187,1335,798,528
2020-01-17,1000,2748,694,250,783,843,910,1328,621,179,1722,867,415
2020-01-17,1100,3009,612,326,864,1000,919,1762,884,225,2380,1030,520
2020-01-17,1200,2589,787,505,1246,1315,1097,2718,1129,462,2674,1462,797
2020-01-17,1300,2422,1222,608,1491,1673,1169,3382,1380,644,3233,1552,1047
2020-01-17,1400,3000,1056,472,1132,1481,1143,2731,1413,436,2918,1361,611
2020-01-17,1500,2626,777,387,1149,1454,1151,2198,1965,407,3008,1421,648
2020-01-17,1600,1706,1040,461,1463,1688,1361,2597,1947,425,3413,1492,844
2020-01-17,1700,1779,1429,519,2110,1962,1546,3122,3973,505,3340,1635,979
2020-01-17,1800,2414,1010,489,1464,1532,1326,2236,3745,417,2604,1387,794
2020-01-17,1900,3365,1054,409,964,1164,1188,1160,2915,292,1748,1098,615
2020-01-17,2000,3909,801,352,667,933,1044,808,1672,126,1301,849,482
2020-01-17,2100,3904,641,275,467,716,975,790,1567,68,897,606,361
2020-01-17,2200,3529,616,244,423,717,983,726,1444,58,844,533,405
2020-01-17,2300,2900,447,149,423,640,1059,630,532,38,656,335,370
2020-01-18,0000,2097,256,95,200,327,1090,506,319,39,416,250,232
2020-01-18,0100,2080,143,67,171,212,1087,409,222,14,313,136,163
2020-01-18,0200,2306,134,41,102,186,1143,350,185,24,320,145,102
2020-01-18,0300,1444,153,46,99,168,999,427,255,10,314,86,97
2020-01-18,0400,1223,100,18,33,34,742,218,124,3,168,55,31
2020-01-18,0500,283,59,25,22,44,492,153,76,9,100,68,33
2020-01-18,0600,647,99,34,87,246,528,165,78,21,220,83,68
2020-01-18,0700,2068,227,76,164,220,607,197,150,24,283,147,90
2020-01-18,0800,2530,430,60,323,414,731,396,386,53,568,255,149
2020-01-18,0900,2822,612,103,570,531,752,729,599,100,1046,436,215
2020-01-18,1000,2987,887,228,680,761,792,1451,997,263,1790,743,320
2020-01-18,1100,3405,615,353,983,1191,973,2382,1445,457,2459,871,504
2020-01-18,1200,4038,753,487,1126,1466,1157,2991,1742,657,3052,1070,647
2020-01-18,1300,4361,954,579,1136,1575,1287,3171,1881,832,3442,1299,803
2020-01-18,1400,4043,1298,625,1238,1605,1358,3513,2444,928,3650,1457,714
2020-01-18,1500,4174,1261,576,1274,1686,1450,3578,2363,802,3723,1370,782
2020-01-18,1600,3305,936,600,1217,1716,1502,3665,2263,753,3609,1543,812
2020-01-18,1700,3381,1286,493,1041,1596,1409,3302,1913,631,3389,1432,768
2020-01-18,1800,4329,1219,439,937,1361,1261,2066,1707,473,2438,1234,628
2020-01-18,1900,3439,1051,442,721,1107,1177,924,466,302,1759,1163,576
2020-01-18,2000,3210,1315,315,590,898,1131,762,576,148,1256,892,463
2020-01-18,2100,3926,1004,283,412,784,982,655,552,87,994,652,394
2020-01-18,2200,3861,877,205,402,714,1045,558,534,77,830,470,371
2020-01-18,2300,3047,589,187,402,618,1159,538,656,48,778,389,336
2020-01-19,0000,2543,374,118,219,359,1174,491,596,31,472,237,222
2020-01-19,0100,2093,200,100,245,292,1020,475,364,15,361,142,178
2020-01-19,0200,2655,185,38,163,258,1099,415,348,10,327,126,113
2020-01-19,0300,2795,128,37,132,185,1120,590,183,12,337,113,110
2020-01-19,0400,1638,52,24,31,63,1054,223,123,8,151,48,38
2020-01-19,0500,814,404,21,15,34,544,127,54,7,83,53,26
2020-01-19,0600,614,116,13,35,163,381,107,68,15,146,54,41
2020-01-19,0700,1609,192,16,59,129,391,117,74,8,145,98,52
2020-01-19,0800,2018,530,27,104,219,499,169,146,30,234,203,92
2020-01-19,0900,2669,568,61,299,309,584,357,349,71,501,310,193
2020-01-19,1000,2958,576,155,516,432,698,915,619,142,1052,485,230
2020-01-19,1100,2507,646,228,740,815,877,1800,763,342,1699,769,425
2020-01-19,1200,3289,738,321,834,977,1054,2707,1390,539,2309,928,469
2020-01-19,1300,2964,557,313,941,1348,1175,2918,1542,644,2766,1057,655
2020-01-19,1400,3454,702,469,898,1208,1148,2871,1674,694,2704,1158,670
2020-01-19,1500,3544,484,449,909,1259,1183,3045,3184,666,3010,1242,604
2020-01-19,1600,2889,785,499,939,1265,1263,2944,4492,606,2915,1292,597
2020-01-19,1700,1582,951,397,659,1177,1065,2428,1701,487,2772,1221,566
2020-01-19,1800,3560,1051,420,613,852,1071,1555,1172,305,2164,1241,514
2020-01-19,1900,3762,896,314,439,769,928,743,875,208,1446,926,422
2020-01-19,2000,3444,733,196,300,508,843,653,537,93,1017,671,342
2020-01-19,2100,3366,553,154,207,450,779,393,293,92,739,417,247
2020-01-19,2200,3306,364,112,210,338,807,451,371,43,610,319,179
2020-01-19,2300,3117,205,78,192,274,805,390,177,41,395,221,116
2020-01-20,0000,1381,73,41,38,76,654,242,126,17,190,106,55
2020-01-20,0100,1941,20,27,20,45,525,141,27,6,137,68,22
2020-01-20,0200,1367,27,20,20,41,442,154,34,7,142,42,20
2020-01-20,0300,474,20,12,17,33,393,148,24,6,68,37,23
2020-01-20,0400,596,48,6,18,31,399,170,6,8,99,17,29
2020-01-20,0500,1047,59,20,53,53,341,98,20,15,124,58,43
2020-01-20,0600,1838,331,32,241,308,714,245,77,49,337,144,156
2020-01-20,0700,4189,707,97,721,632,830,655,189,85,689,339,324
2020-01-20,0800,3300,1474,224,1802,1347,1069,1684,516,196,1446,759,698
2020-01-20,0900,2743,1042,252,1359,1135,1071,1354,604,165,1500,746,612
2020-01-20,1000,3022,917,238,926,934,1043,1220,659,229,1875,914,536
2020-01-20,1100,3651,630,269,920,939,953,1885,1336,319,2279,1037,631
2020-01-20,1200,3629,631,504,1259,1409,1123,2755,2023,639,2929,1408,900
2020-01-20,1300,3419,994,488,1458,1628,1116,3555,2669,767,3350,1515,1083
2020-01-20,1400,3230,1000,338,1158,1296,993,2483,2307,499,2884,1282,696
2020-01-20,1500,2689,713,309,1123,1397,1076,2211,2885,355,2816,1260,673
2020-01-20,1600,2308,899,435,1351,1651,1427,2424,2121,490,3199,1382,945
2020-01-20,1700,2934,1053,486,1948,2011,1585,2529,2736,529,3403,1544,1233
2020-01-20,1800,3482,916,376,1381,1535,1303,1856,2898,436,2438,1369,920
2020-01-20,1900,3420,665,283,779,993,1111,1123,1767,238,1567,1027,598
2020-01-20,2000,4129,735,258,472,748,928,698,1343,120,1025,647,442
2020-01-20,2100,3475,630,164,373,601,820,563,1068,111,759,436,334
2020-01-20,2200,3200,440,99,267,350,757,565,1319,54,563,292,223
2020-01-20,2300,2672,203,70,180,244,872,477,990,31,312,176,160
2020-01-21,0000,958,66,32,128,117,539,359,436,16,172,77,98
2020-01-21,0100,2060,103,26,65,50,439,293,271,3,87,30,40
2020-01-21,0200,1283,31,11,82,53,386,457,143,8,137,35,63
2020-01-21,0300,864,28,14,30,50,389,373,169,8,107,32,19
2020-01-21,0400,223,39,7,22,27,394,81,63,6,69,31,24
2020-01-21,0500,465,19,19,48,49,330,80,71,18,111,47,35
2020-01-21,0600,1703,199,37,238,320,680,261,603,29,354,152,124
2020-01-21,0700,3488,535,108,779,590,753,587,1642,55,651,347,307
2020-01-21,0800,2671,1161,224,1883,1309,1007,1491,2404,130,1453,731,629
2020-01-21,0900,3321,674,246,1288,1148,1096,1202,2660,90,1509,713,582
2020-01-21,1000,3055,521,232,846,827,887,1082,2460,134,1629,823,467
2020-01-21,1100,2892,467,223,884,954,856,1546,2298,181,1957,846,559
2020-01-21,1200,2067,645,363,1285,1280,922,2341,2424,343,2783,1200,706
2020-01-21,1300,2385,716,513,1399,1573,1040,2973,2962,522,3292,1469,885
2020-01-21,1400,2349,629,352,975,1288,968,2211,3191,374,2722,1226,739
2020-01-21,1500,3253,551,302,1017,1277,1013,1983,2523,335,2674,1176,744
2020-01-21,1600,1967,1111,376,1353,1522,1147,1924,3352,438,3049,1371,860
2020-01-21,1700,1913,1564,455,2006,1848,1435,2362,3213,469,3427,1560,1233
2020-01-21,1800,2887,1191,374,1490,1556,1189,2054,3966,335,2510,1323,948
2020-01-21,1900,3595,968,297,846,980,1108,1209,3055,145,1687,965,669
2020-01-21,2000,3763,696,211,546,768,855,732,2413,96,1107,720,473
2020-01-21,2100,3763,445,178,419,599,766,565,813,63,822,505,361
2020-01-21,2200,3238,271,231,304,486,754,469,276,29,575,334,234
2020-01-21,2300,2503,116,93,229,376,755,374,194,18,407,206,212
2020-01-22,0000,1736,113,26,79,93,548,243,170,11,238,107,80
2020-01-22,0100,1193,48,13,34,51,461,150,200,9,131,53,27
2020-01-22,0200,896,11,9,28,31,328,203,51,3,118,36,43
2020-01-22,0300,231,36,9,9,35,335,197,61,1,69,23,21
2020-01-22,0400,377,4,3,26,22,236,95,31,3,74,24,28
2020-01-22,0500,724,35,9,51,36,296,63,31,9,118,49,33
2020-01-22,0600,1553,215,21,268,293,663,245,148,18,378,152,122
2020-01-22,0700,3762,568,75,789,611,748,654,319,52,682,348,317
2020-01-22,0800,3508,1319,198,1855,1292,1017,1571,568,141,1501,741,700
2020-01-22,0900,3532,760,217,1332,1153,1102,1240,125,130,1570,836,682
2020-01-22,1000,2796,600,202,905,845,927,1148,724,146,1787,867,495
2020-01-22,1100,2611,582,224,836,945,841,1643,1123,213,2126,896,566
2020-01-22,1200,2639,458,409,1232,1220,979,2443,1400,434,2873,1271,767
2020-01-22,1300,2639,666,393,1543,1668,1033,3069,2377,549,3357,1446,932
2020-01-22,1400,2706,525,382,1133,1325,1032,1617,2065,430,2682,1293,728
2020-01-22,1500,2544,715,340,1065,1401,1049,2297,2367,379,2788,1184,783
2020-01-22,1600,2503,924,413,1405,1562,1170,2260,2217,474,3062,1404,1062
2020-01-22,1700,2433,1384,493,2053,1988,1512,2868,1930,527,3468,1599,1346
2020-01-22,1800,3406,1115,241,1641,1594,1238,2316,1581,411,2694,1335,1007
2020-01-22,1900,2581,801,400,905,1185,1102,1264,1383,213,1782,1098,735
2020-01-22,2000,3431,698,295,706,837,1016,812,577,94,1213,833,565
2020-01-22,2100,3682,452,215,488,663,848,625,358,84,815,591,392
2020-01-22,2200,3416,350,123,407,585,826,512,423,50,745,439,323
2020-01-22,2300,2254,194,110,276,415,888,439,259,31,452,323,195
2020-01-23,0000,1371,66,44,101,121,700,290,143,16,215,120,96
2020-01-23,0100,1307,29,34,59,75,540,307,69,2,143,52,54
2020-01-23,0200,1336,20,21,30,41,398,254,13,5,117,61,34
2020-01-23,0300,1249,31,10,17,52,394,220,36,7,83,39,17
2020-01-23,0400,1014,11,7,17,26,365,110,19,7,60,26,20
2020-01-23,0500,593,17,10,53,40,347,79,16,7,106,45,34
2020-01-23,0600,2031,150,29,237,270,654,218,110,26,349,146,110
2020-01-23,0700,3750,541,59,757,581,718,612,378,31,643,351,262
2020-01-23,0800,3726,976,144,1794,1280,1053,1416,715,66,1388,743,612
2020-01-23,0900,3112,849,158,1285,1069,991,1095,719,65,1486,839,541
2020-01-23,1000,2184,689,193,881,868,833,1077,792,123,1741,855,493
2020-01-23,1100,2847,584,254,870,1036,931,1550,1009,201,2277,999,512
2020-01-23,1200,2928,680,416,1274,1380,1086,2427,1286,484,2989,1361,809
2020-01-23,1300,3231,756,368,1484,1645,1090,3154,1650,639,3254,1467,848
2020-01-23,1400,3125,667,305,1136,1331,1011,2258,1482,381,2764,1207,700
2020-01-23,1500,2512,470,290,1092,1507,1028,2128,1807,330,2654,1356,717
2020-01-23,1600,1573,1010,382,1416,1529,1256,2315,2049,421,3095,1455,909
2020-01-23,1700,2128,1186,383,2157,1982,1411,2691,2547,490,3542,1607,1234
2020-01-23,1800,2654,1245,373,1774,1654,1251,2490,1839,417,2813,1396,1015
2020-01-23,1900,3477,809,355,1021,1197,1134,1728,1385,291,1911,1037,680
2020-01-23,2000,3200,655,254,696,926,1049,1077,695,149,1392,790,553
2020-01-23,2100,3618,421,210,552,821,946,711,437,82,934,580,462
2020-01-23,2200,3346,438,126,460,635,848,560,417,54,749,400,341
2020-01-23,2300,2695,317,75,390,509,911,609,319,22,537,304,247
2020-01-24,0000,2111,69,48,131,217,806,362,381,15,228,105,133
2020-01-24,0100,1473,61,24,64,118,709,270,321,6,149,48,58
2020-01-24,0200,2257,32,18,60,74,608,412,136,4,168,55,57
2020-01-24,0300,1660,24,19,32,95,475,387,152,3,153,56,46
2020-01-24,0400,1150,30,9,22,35,471,138,33,4,68,27,31
2020-01-24,0500,833,17,7,59,51,348,93,21,11,130,48,34
2020-01-24,0600,1733,194,40,241,315,678,237,124,28,328,157,109
2020-01-24,0700,4050,670,70,739,555,715,596,335,39,608,343,296
2020-01-24,0800,4152,1024,186,1718,1259,983,1276,786,84,1404,718,644
2020-01-24,0900,3032,643,206,1191,1070,1004,994,1096,98,1522,783,539
2020-01-24,1000,2625,472,238,875,885,795,1313,1422,168,1781,960,577
2020-01-24,1100,3186,627,266,935,1039,843,1548,1446,231,2292,1023,584
2020-01-24,1200,2957,651,433,1366,1422,1000,2152,1879,297,2695,1303,793
2020-01-24,1300,2226,944,561,1564,1683,1078,3105,2049,480,3343,1542,877
2020-01-24,1400,2634,713,374,1290,1450,1031,2392,1899,382,2980,1460,783
2020-01-24,1500,2212,827,397,1183,1425,1013,2341,2027,375,3030,1405,844
2020-01-24,1600,1976,1064,508,1510,1679,1315,2740,970,490,3339,1574,1044
2020-01-24,1700,2286,1698,506,2259,2123,1465,3160,2537,482,3665,1578,1182
2020-01-24,1800,2699,1298,475,1622,1666,1272,2116,2674,390,2696,1441,990
2020-01-24,1900,3747,1246,458,999,1295,1118,319,2457,284,2207,1211,734
2020-01-24,2000,3388,970,346,757,1009,1017,252,1918,114,1599,1021,570
2020-01-24,2100,3741,689,289,553,892,988,141,1289,97,1141,703,572
2020-01-24,2200,3614,717,239,559,850,1054,501,1235,74,1010,590,481
2020-01-24,2300,3909,619,159,563,797,1119,734,1188,41,909,432,460
2020-01-25,0000,2225,215,104,298,335,1010,624,619,34,452,263,254
2020-01-25,0100,2118,173,92,202,302,979,475,402,23,397,170,177
2020-01-25,0200,2181,111,75,142,195,1141,499,512,13,403,132,113
2020-01-25,0300,1081,127,43,96,179,1008,518,409,13,346,101,126
2020-01-25,0400,1121,43,34,53,49,758,314,152,7,192,96,36
2020-01-25,0500,1009,19,21,40,47,469,162,102,5,104,41,36
2020-01-25,0600,536,58,40,111,255,466,146,116,22,244,120,80
2020-01-25,0700,1688,161,44,186,236,591,232,188,23,307,125,77
2020-01-25,0800,2385,273,66,320,386,735,442,521,57,622,277,170
2020-01-25,0900,2681,471,139,572,591,683,847,857,136,1157,425,281
2020-01-25,1000,2591,795,266,808,883,787,1506,1985,270,1903,867,385
2020-01-25,1100,3452,607,305,1008,1177,870,2296,1692,390,2402,1030,531
2020-01-25,1200,4167,914,287,1171,1431,1047,2731,2359,485,2939,1181,632
2020-01-25,1300,4837,1098,107,1239,1697,1134,2884,2552,653,3439,1390,740
2020-01-25,1400,3859,1103,334,1290,1695,1267,2982,2460,823,3389,1488,872
2020-01-25,1500,3690,1122,669,1251,1701,1302,3205,2044,708,3777,1465,857
2020-01-25,1600,2329,1221,641,1229,1870,1381,3515,1102,713,3708,1614,895
2020-01-25,1700,3941,1205,588,1073,1661,1385,3105,956,617,3625,1581,918
2020-01-25,1800,2964,1462,520,877,1341,1328,2247,782,455,2839,1386,788
2020-01-25,1900,3226,1311,484,739,1198,1148,1462,612,345,1979,1131,663
2020-01-25,2000,3463,1010,340,597,1003,1076,1062,351,157,1489,916,508
2020-01-25,2100,3609,935,303,561,891,1040,953,326,71,1393,770,492
2020-01-25,2200,3476,860,273,493,921,1010,880,346,60,1142,636,426
2020-01-25,2300,3597,795,234,515,894,1040,855,350,47,894,516,414
2020-01-26,0000,2484,441,143,350,469,1074,750,277,22,604,302,301
2020-01-26,0100,2290,273,100,249,333,845,677,184,10,536,222,219
2020-01-26,0200,2771,224,70,239,353,876,538,145,22,507,194,164
2020-01-26,0300,1959,162,46,144,240,988,688,160,28,448,134,193
2020-01-26,0400,1046,82,28,45,118,897,356,47,6,228,61,70
2020-01-26,0500,658,54,16,30,36,504,159,58,3,152,53,29
2020-01-26,0600,321,28,20,55,126,323,113,43,9,181,66,43
2020-01-26,0700,1169,26,13,86,92,268,103,78,4,140,93,29
2020-01-26,0800,1198,179,11,126,163,351,139,340,22,256,116,87
2020-01-26,0900,1510,339,62,288,302,474,322,626,40,530,313,166
2020-01-26,1000,2489,549,124,510,527,619,795,686,127,1054,550,241
2020-01-26,1100,2731,585,205,768,725,708,1416,973,248,1533,779,307
2020-01-26,1200,2844,676,276,748,984,775,1878,1490,320,1812,910,397
2020-01-26,1300,3335,748,118,811,1201,944,2216,1843,439,2247,1050,526
2020-01-26,1400,3450,822,472,882,1190,1091,2479,1970,560,2251,1192,544
2020-01-26,1500,4307,907,446,919,1151,1030,2601,1900,546,2553,1364,534
2020-01-26,1600,3817,765,454,810,1163,1163,2728,2148,526,2457,1363,540
2020-01-26,1700,3807,1144,499,754,1166,1086,2376,1969,451,2147,1346,552
2020-01-26,1800,4189,936,414,528,937,1004,1467,1596,390,1768,1118,536
2020-01-26,1900,4164,849,331,465,772,913,854,1184,214,1288,962,439
2020-01-26,2000,4012,638,231,349,631,806,899,818,112,1002,753,360
2020-01-26,2100,3008,463,174,240,475,778,437,614,48,733,438,212
2020-01-26,2200,3112,468,139,205,390,742,400,375,51,532,312,173
2020-01-26,2300,3099,368,88,151,205,805,327,307,19,364,219,138
2020-01-27,0000,2120,209,39,53,124,579,308,121,12,204,90,59
2020-01-27,0100,1525,30,15,21,56,495,180,69,1,125,49,20
2020-01-27,0200,849,35,17,15,43,376,127,72,8,100,62,24
2020-01-27,0300,802,22,10,14,36,354,121,12,5,76,39,19
2020-01-27,0400,935,9,10,21,21,297,155,13,9,72,42,25
2020-01-27,0500,747,37,18,49,57,350,70,22,5,107,78,29
2020-01-27,0600,2051,312,44,256,273,686,241,182,50,335,170,145
2020-01-27,0700,4521,769,71,733,561,810,585,476,92,636,342,299
2020-01-27,0800,3626,1650,241,2151,1415,1121,1934,876,226,1471,842,767
2020-01-27,0900,2910,1317,250,1297,1143,1136,1304,837,188,1386,796,608
2020-01-27,1000,1617,794,86,870,876,879,1197,774,163,1774,994,513
2020-01-27,1100,3229,653,282,835,1007,906,1739,1097,221,2222,1124,517
2020-01-27,1200,3502,824,499,1136,1384,1049,2727,1631,524,2780,1401,731
2020-01-27,1300,3581,1060,564,1432,1656,1085,3395,1970,697,3331,1579,938
2020-01-27,1400,3592,760,297,1161,1306,909,2363,1964,424,2672,1340,655
2020-01-27,1500,3323,530,367,1044,1338,977,2021,1996,379,2750,1243,669
2020-01-27,1600,2092,517,456,1412,1502,1197,2089,2100,399,2889,1423,913
2020-01-27,1700,2651,584,525,2012,1945,1406,2665,2253,548,3147,1652,1255
2020-01-27,1800,2864,540,479,1412,1467,1226,2057,2036,422,2408,1326,969
2020-01-27,1900,3498,458,340,796,932,1021,1119,1499,169,1372,1079,606
2020-01-27,2000,4241,453,210,526,751,864,576,832,91,890,803,414
2020-01-27,2100,3986,503,159,426,560,710,458,373,60,628,459,286
2020-01-27,2200,3491,564,115,344,421,762,546,345,32,450,282,204
2020-01-27,2300,2621,118,68,213,249,831,396,208,16,247,181,139
2020-01-28,0000,786,82,30,108,92,574,257,130,17,135,88,82
2020-01-28,0100,1160,71,17,41,48,463,252,53,2,94,46,35
2020-01-28,0200,1004,72,14,60,46,510,327,65,2,160,42,36
2020-01-28,0300,609,21,22,27,50,535,217,73,10,130,48,25
2020-01-28,0400,185,13,8,17,22,369,48,17,6,35,23,12
2020-01-28,0500,279,25,15,48,42,298,56,32,15,93,43,28
2020-01-28,0600,731,332,46,253,255,673,229,179,38,293,177,121
2020-01-28,0700,4277,610,83,761,613,773,619,488,67,644,377,323
2020-01-28,0800,3735,1656,317,1899,1477,1088,1538,825,149,1424,840,687
2020-01-28,0900,3693,761,291,1304,1133,1043,1003,906,106,1372,812,567
2020-01-28,1000,2969,685,217,861,793,896,940,1559,136,1518,944,405
2020-01-28,1100,3063,469,266,808,960,891,1525,1340,201,2006,909,521
2020-01-28,1200,3243,623,490,1211,1274,953,2338,2243,391,2779,1285,723
2020-01-28,1300,2538,814,577,1367,1538,1010,3025,2788,580,3249,1480,808
2020-01-28,1400,3012,503,372,1038,1238,916,2072,1774,386,2526,1283,535
2020-01-28,1500,2904,536,383,1082,1278,952,1947,1531,360,2479,1320,630
2020-01-28,1600,1870,538,464,1259,1449,1237,2168,1609,353,2710,1382,893
2020-01-28,1700,2354,1193,441,2063,1941,1475,2386,2067,431,3139,1644,1226
2020-01-28,1800,2378,1102,428,1506,1639,1320,2004,1769,354,2268,1383,950
2020-01-28,1900,3965,963,312,892,980,1062,1062,1042,184,1507,982,573
2020-01-28,2000,3570,1024,225,565,789,904,605,587,95,919,706,416
2020-01-28,2100,3352,556,180,409,611,788,454,411,74,640,464,402
2020-01-28,2200,3535,487,102,293,498,795,385,246,30,579,326,257
2020-01-28,2300,2215,275,83,195,310,851,309,189,26,323,214,148
2020-01-29,0000,1741,74,39,87,103,670,221,117,12,162,81,56
2020-01-29,0100,942,48,14,27,72,435,143,64,9,72,37,28
2020-01-29,0200,1079,16,13,10,25,346,94,19,10,83,46,11
2020-01-29,0300,398,28,50,14,27,298,160,17,5,65,34,14
2020-01-29,0400,86,17,2,24,17,269,91,25,4,55,25,23
2020-01-29,0500,460,28,32,51,61,307,64,20,22,105,44,29
2020-01-29,0600,1201,336,42,270,298,706,248,130,30,354,140,126
2020-01-29,0700,4049,698,99,799,585,759,681,390,76,667,304,351
2020-01-29,0800,3673,1664,254,1935,1458,1142,1713,874,218,1645,817,714
2020-01-29,0900,3365,927,299,1320,1127,1126,1288,1259,185,1549,818,647
2020-01-29,1000,3213,678,181,864,812,860,1239,1188,199,1823,904,495
2020-01-29,1100,2824,562,276,811,949,880,1690,1408,255,2202,940,500
2020-01-29,1200,2795,490,376,1161,1265,970,2396,1807,451,2793,1230,686
2020-01-29,1300,3103,747,528,1345,1509,1017,3281,1843,583,3374,1460,881
2020-01-29,1400,2480,367,419,1131,1269,878,2352,1466,393,2705,1318,554
2020-01-29,1500,2545,510,355,1062,1254,968,2140,1293,341,2710,1161,647
2020-01-29,1600,2088,527,381,1399,1513,1185,2192,1446,383,3055,1396,811
